session_id,user_mode,subject_or_project,duration_minutes,difficulty_rating,productivity_rating,days_since_last_study,habit_streak_days,next_review_days
sess_0775,LIFELONG_LEARNER,İngilizce Pratik,25,1,2,23,30,10
sess_0776,STUDENT,Kimya (Organik),25,1,2,20,41,9
sess_0777,STUDENT,Biyoloji,60,3,1,5,24,2
sess_0778,LIFELONG_LEARNER,Python & FastAPI,90,4,5,22,43,7
sess_0779,LIFELONG_LEARNER,Python & FastAPI,90,3,2,21,11,5
sess_0780,LIFELONG_LEARNER,React & TypeScript,25,4,4,28,25,7
sess_0781,LIFELONG_LEARNER,İngilizce Pratik,45,2,3,17,36,7
sess_0782,STUDENT,Fizik (Mekanik),120,5,3,28,32,6
sess_0783,STUDENT,Türkçe,120,4,2,9,27,3
sess_0784,STUDENT,Biyoloji,25,1,3,2,8,10
sess_0785,STUDENT,Türkçe,45,3,3,25,11,7
sess_0786,LIFELONG_LEARNER,Finansal Okuryazarlık,60,2,1,26,4,5
sess_0787,STUDENT,Kimya (Organik),25,1,4,18,27,15
sess_0788,STUDENT,Türkçe,25,2,4,9,34,8
sess_0789,STUDENT,Biyoloji,120,5,1,6,4,2
sess_0790,LIFELONG_LEARNER,İngilizce Pratik,25,3,1,11,33,3
sess_0791,STUDENT,Fizik (Mekanik),25,3,3,25,33,7
sess_0792,STUDENT,Biyoloji,25,5,5,29,12,7
sess_0793,STUDENT,Fizik (Mekanik),120,3,3,6,38,4
sess_0794,LIFELONG_LEARNER,React & TypeScript,60,4,1,6,41,2
sess_0795,STUDENT,Matematik (Türev),60,2,4,13,44,8
sess_0796,LIFELONG_LEARNER,Python & FastAPI,25,1,3,11,13,11
sess_0797,LIFELONG_LEARNER,Finansal Okuryazarlık,120,5,5,14,10,5
sess_0798,STUDENT,Fizik (Mekanik),60,4,3,2,41,3
sess_0799,LIFELONG_LEARNER,Python & FastAPI,60,1,2,8,37,7
sess_0800,LIFELONG_LEARNER,React & TypeScript,60,1,3,3,3,10
sess_0801,LIFELONG_LEARNER,İngilizce Pratik,120,5,1,23,32,4
sess_0802,STUDENT,Biyoloji,120,4,4,21,6,6
sess_0803,STUDENT,Fizik (Mekanik),25,1,4,3,40,13
sess_0804,LIFELONG_LEARNER,İngilizce Pratik,90,1,1,1,7,3
sess_0805,STUDENT,Türkçe,60,4,2,24,36,5
sess_0806,LIFELONG_LEARNER,İngilizce Pratik,90,3,1,19,9,4
sess_0807,LIFELONG_LEARNER,İngilizce Pratik,120,1,3,18,42,12
sess_0808,LIFELONG_LEARNER,İngilizce Pratik,120,2,1,17,14,4
sess_0809,STUDENT,Matematik (Türev),120,4,1,20,37,4
sess_0810,STUDENT,Fizik (Mekanik),90,1,2,29,14,11
sess_0811,LIFELONG_LEARNER,Python & FastAPI,120,5,3,24,4,5
sess_0812,LIFELONG_LEARNER,React & TypeScript,25,2,5,13,28,10
sess_0813,STUDENT,Biyoloji,120,1,5,3,18,16
sess_0814,LIFELONG_LEARNER,Finansal Okuryazarlık,45,2,4,1,9,6
sess_0815,LIFELONG_LEARNER,Finansal Okuryazarlık,90,2,1,4,11,2
sess_0816,STUDENT,Matematik (Türev),45,3,4,25,3,8
sess_0817,STUDENT,Biyoloji,120,2,2,13,30,5
sess_0818,STUDENT,Türkçe,25,3,5,17,17,8
sess_0819,STUDENT,Fizik (Mekanik),60,4,1,28,15,5
sess_0820,STUDENT,Kimya (Organik),120,3,2,11,39,4
sess_0821,LIFELONG_LEARNER,Python & FastAPI,25,5,2,2,35,2
sess_0822,STUDENT,Türkçe,90,1,1,25,24,7
sess_0823,STUDENT,Biyoloji,45,4,2,16,22,4
sess_0824,STUDENT,Matematik (Türev),45,4,1,2,11,1
sess_0825,STUDENT,Fizik (Mekanik),45,5,1,29,33,5
sess_0826,LIFELONG_LEARNER,Python & FastAPI,90,3,3,19,35,6
sess_0827,STUDENT,Fizik (Mekanik),25,1,4,23,36,16
sess_0828,STUDENT,Fizik (Mekanik),90,3,2,19,2,5
sess_0829,LIFELONG_LEARNER,Python & FastAPI,45,2,2,25,8,7
sess_0830,STUDENT,Türkçe,120,3,3,16,17,6
sess_0831,STUDENT,Fizik (Mekanik),60,4,3,22,42,6
sess_0832,STUDENT,Matematik (Türev),90,1,3,19,34,12
sess_0833,STUDENT,Fizik (Mekanik),90,3,5,9,33,7
sess_0834,STUDENT,Kimya (Organik),25,1,5,1,40,16
sess_0835,STUDENT,Türkçe,25,1,5,10,13,17
sess_0836,STUDENT,Biyoloji,90,2,1,19,3,4
sess_0837,LIFELONG_LEARNER,React & TypeScript,45,2,2,1,28,3
sess_0838,STUDENT,Kimya (Organik),60,4,4,2,40,3
sess_0839,STUDENT,Biyoloji,25,5,1,16,44,3
sess_0840,LIFELONG_LEARNER,Finansal Okuryazarlık,45,1,2,12,14,8
sess_0841,STUDENT,Fizik (Mekanik),120,5,2,8,27,2
sess_0842,LIFELONG_LEARNER,Python & FastAPI,25,4,3,23,41,6
sess_0843,STUDENT,Fizik (Mekanik),45,1,3,18,15,12
sess_0844,LIFELONG_LEARNER,İngilizce Pratik,45,1,1,2,11,3
sess_0845,STUDENT,Biyoloji,60,5,3,25,4,6
sess_0846,STUDENT,Fizik (Mekanik),60,3,2,29,33,6
sess_0847,STUDENT,Matematik (Türev),120,2,3,13,41,7
sess_0848,LIFELONG_LEARNER,İngilizce Pratik,45,3,5,6,0,6
sess_0849,STUDENT,Fizik (Mekanik),45,5,3,21,38,5
sess_0850,STUDENT,Türkçe,60,2,2,26,31,7
sess_0851,STUDENT,Matematik (Türev),25,3,1,6,25,2
sess_0852,LIFELONG_LEARNER,İngilizce Pratik,25,2,4,9,16,8
sess_0853,STUDENT,Biyoloji,90,1,3,16,26,12
sess_0854,LIFELONG_LEARNER,React & TypeScript,60,3,2,11,23,4
sess_0855,STUDENT,Matematik (Türev),90,2,4,7,34,7
sess_0856,STUDENT,Türkçe,60,2,4,10,41,8
sess_0857,STUDENT,Matematik (Türev),120,2,5,10,38,9
sess_0858,STUDENT,Türkçe,45,3,4,25,25,8
sess_0859,STUDENT,Kimya (Organik),120,4,2,20,37,5
sess_0860,STUDENT,Biyoloji,60,3,2,18,22,5
sess_0861,LIFELONG_LEARNER,İngilizce Pratik,45,5,3,28,21,6
sess_0862,STUDENT,Kimya (Organik),25,3,3,24,3,7
sess_0863,STUDENT,Fizik (Mekanik),25,2,3,20,8,8
sess_0864,STUDENT,Matematik (Türev),90,1,4,29,3,17
sess_0865,STUDENT,Türkçe,60,3,4,9,6,6
sess_0866,STUDENT,Türkçe,60,3,5,15,22,7
sess_0867,STUDENT,Matematik (Türev),25,2,3,4,1,5
sess_0868,STUDENT,Matematik (Türev),120,1,1,8,23,4
sess_0869,LIFELONG_LEARNER,React & TypeScript,45,1,5,9,39,17
sess_0870,LIFELONG_LEARNER,Finansal Okuryazarlık,120,5,1,13,30,3
sess_0871,STUDENT,Kimya (Organik),120,3,4,9,30,6
sess_0872,STUDENT,Türkçe,25,1,5,26,39,20
sess_0873,LIFELONG_LEARNER,React & TypeScript,25,1,5,4,42,16
sess_0874,STUDENT,Kimya (Organik),25,4,2,17,33,4
sess_0875,STUDENT,Fizik (Mekanik),90,4,4,16,23,6
sess_0876,STUDENT,Türkçe,120,1,4,15,25,15
sess_0877,LIFELONG_LEARNER,İngilizce Pratik,60,5,5,3,15,4
sess_0878,LIFELONG_LEARNER,Python & FastAPI,45,1,4,25,12,16
sess_0879,STUDENT,Matematik (Türev),90,2,5,20,14,11
sess_0880,STUDENT,Kimya (Organik),60,3,2,5,26,3
sess_0881,STUDENT,Biyoloji,120,5,5,23,3,7
sess_0882,LIFELONG_LEARNER,React & TypeScript,25,2,4,5,15,7
sess_0883,STUDENT,Kimya (Organik),120,5,4,20,29,6
sess_0884,STUDENT,Biyoloji,45,2,5,15,43,10
sess_0885,LIFELONG_LEARNER,React & TypeScript,90,3,5,18,29,8
sess_0886,STUDENT,Fizik (Mekanik),90,3,5,15,35,7
sess_0887,LIFELONG_LEARNER,Finansal Okuryazarlık,45,4,3,2,2,3
sess_0888,STUDENT,Türkçe,60,2,4,29,21,11
sess_0889,STUDENT,Biyoloji,60,4,4,13,21,5
sess_0890,STUDENT,Türkçe,90,2,3,4,11,5
sess_0891,LIFELONG_LEARNER,Python & FastAPI,90,4,5,10,20,5
sess_0892,LIFELONG_LEARNER,Finansal Okuryazarlık,25,3,2,13,3,4
sess_0893,LIFELONG_LEARNER,İngilizce Pratik,60,5,5,10,30,5
sess_0894,STUDENT,Matematik (Türev),45,4,5,29,43,8
sess_0895,LIFELONG_LEARNER,Finansal Okuryazarlık,60,2,3,9,30,6
sess_0896,STUDENT,Matematik (Türev),25,2,4,8,22,7
sess_0897,STUDENT,Kimya (Organik),90,3,5,3,19,6
sess_0898,LIFELONG_LEARNER,React & TypeScript,90,2,4,16,14,9
sess_0899,STUDENT,Matematik (Türev),25,1,1,14,22,5
sess_0900,STUDENT,Biyoloji,45,5,4,9,27,4
sess_0901,STUDENT,Türkçe,90,4,2,21,15,5
sess_0902,STUDENT,Matematik (Türev),120,5,2,11,36,3
sess_0903,STUDENT,Biyoloji,90,3,5,3,20,6
sess_0904,STUDENT,Fizik (Mekanik),120,4,4,5,14,4
sess_0905,STUDENT,Biyoloji,25,4,5,29,16,8
sess_0906,LIFELONG_LEARNER,Python & FastAPI,25,1,3,10,36,11
sess_0907,LIFELONG_LEARNER,Finansal Okuryazarlık,90,3,2,13,12,4
sess_0908,STUDENT,Kimya (Organik),60,2,5,4,18,8
sess_0909,STUDENT,Türkçe,120,1,3,24,29,13
sess_0910,STUDENT,Fizik (Mekanik),45,1,5,13,44,18
sess_0911,STUDENT,Kimya (Organik),90,5,4,12,17,4
sess_0912,STUDENT,Biyoloji,45,5,4,5,13,3
sess_0913,LIFELONG_LEARNER,Python & FastAPI,90,5,4,10,35,4
sess_0914,STUDENT,Fizik (Mekanik),60,1,4,28,35,17
sess_0915,STUDENT,Kimya (Organik),60,2,1,24,19,5
sess_0916,STUDENT,Fizik (Mekanik),60,4,3,9,18,4
sess_0917,STUDENT,Biyoloji,60,5,3,20,44,5
sess_0918,LIFELONG_LEARNER,React & TypeScript,25,2,4,7,43,7
sess_0919,LIFELONG_LEARNER,React & TypeScript,25,3,1,2,6,1
sess_0920,STUDENT,Matematik (Türev),120,5,4,22,43,6
sess_0921,LIFELONG_LEARNER,İngilizce Pratik,45,4,1,24,3,4
sess_0922,STUDENT,Fizik (Mekanik),90,3,4,28,33,8
sess_0923,LIFELONG_LEARNER,İngilizce Pratik,90,3,2,23,1,6
sess_0924,LIFELONG_LEARNER,React & TypeScript,25,4,2,7,4,3
sess_0925,STUDENT,Biyoloji,90,5,5,8,9,4
sess_0926,STUDENT,Biyoloji,25,1,4,7,31,14
sess_0927,STUDENT,Fizik (Mekanik),120,4,3,21,41,5
sess_0928,STUDENT,Biyoloji,45,4,5,23,40,7
sess_0929,LIFELONG_LEARNER,Python & FastAPI,120,4,2,29,12,6
sess_0930,STUDENT,Türkçe,60,3,4,14,38,6
sess_0931,STUDENT,Türkçe,60,2,5,26,4,12
sess_0932,LIFELONG_LEARNER,İngilizce Pratik,60,1,4,19,9,15
sess_0933,LIFELONG_LEARNER,İngilizce Pratik,120,5,2,5,9,2
sess_0934,STUDENT,Matematik (Türev),90,5,5,23,37,7
sess_0935,STUDENT,Fizik (Mekanik),45,2,2,25,26,7
sess_0936,STUDENT,Matematik (Türev),60,4,1,18,20,3
sess_0937,STUDENT,Biyoloji,60,1,2,20,7,9
sess_0938,LIFELONG_LEARNER,Python & FastAPI,60,5,4,12,0,4
sess_0939,STUDENT,Biyoloji,45,5,3,23,27,5
sess_0940,STUDENT,Biyoloji,60,4,2,17,38,4
sess_0941,STUDENT,Kimya (Organik),45,2,3,13,13,7
sess_0942,STUDENT,Türkçe,60,1,1,2,20,3
sess_0943,LIFELONG_LEARNER,İngilizce Pratik,120,2,5,25,29,12
sess_0944,LIFELONG_LEARNER,Finansal Okuryazarlık,120,2,5,13,20,10
sess_0945,STUDENT,Kimya (Organik),45,1,3,26,8,13
sess_0946,STUDENT,Türkçe,120,1,5,7,16,17
sess_0947,STUDENT,Biyoloji,45,5,2,28,4,5
sess_0948,LIFELONG_LEARNER,Finansal Okuryazarlık,120,5,3,10,30,3
sess_0949,LIFELONG_LEARNER,Finansal Okuryazarlık,120,1,4,23,39,16
sess_0950,STUDENT,Biyoloji,45,3,2,6,37,3
sess_0951,LIFELONG_LEARNER,Python & FastAPI,90,5,2,3,42,2
sess_0952,LIFELONG_LEARNER,Python & FastAPI,120,3,2,26,18,6
sess_0953,STUDENT,Türkçe,60,1,4,3,35,13
sess_0954,LIFELONG_LEARNER,Finansal Okuryazarlık,90,5,1,18,32,3
sess_0955,STUDENT,Fizik (Mekanik),45,2,5,11,12,9
sess_0956,STUDENT,Matematik (Türev),90,1,3,22,13,13
sess_0957,STUDENT,Türkçe,25,4,1,20,32,4
sess_0958,STUDENT,Biyoloji,25,3,3,5,28,4
sess_0959,STUDENT,Biyoloji,120,1,5,19,42,18
sess_0960,LIFELONG_LEARNER,React & TypeScript,120,1,4,22,35,16
sess_0961,STUDENT,Türkçe,60,5,2,27,43,5
sess_0962,LIFELONG_LEARNER,React & TypeScript,90,5,2,28,9,5
sess_0963,STUDENT,Biyoloji,25,5,4,19,30,5
sess_0964,STUDENT,Matematik (Türev),120,4,1,15,5,3
sess_0965,STUDENT,Fizik (Mekanik),90,5,1,16,0,3
sess_0966,STUDENT,Türkçe,120,1,3,24,6,13
sess_0967,LIFELONG_LEARNER,React & TypeScript,120,5,4,9,26,4
sess_0968,STUDENT,Matematik (Türev),25,2,1,4,20,2
sess_0969,STUDENT,Türkçe,25,5,4,15,27,5
sess_0970,STUDENT,Fizik (Mekanik),120,4,5,25,15,8
sess_0971,LIFELONG_LEARNER,İngilizce Pratik,45,2,2,12,22,5
sess_0972,LIFELONG_LEARNER,Python & FastAPI,120,1,2,23,19,10
sess_0973,LIFELONG_LEARNER,Python & FastAPI,120,1,2,3,37,7
sess_0974,STUDENT,Matematik (Türev),60,3,4,23,24,8
sess_0975,STUDENT,Kimya (Organik),60,2,4,14,27,8
sess_0976,STUDENT,Kimya (Organik),60,3,3,17,4,6
sess_0977,STUDENT,Biyoloji,45,2,2,19,20,6
sess_0978,STUDENT,Fizik (Mekanik),45,2,3,6,17,6
sess_0979,STUDENT,Biyoloji,120,4,2,4,5,2
sess_0980,STUDENT,Fizik (Mekanik),60,3,3,7,28,4
sess_0981,STUDENT,Kimya (Organik),45,4,3,19,18,5
sess_0982,LIFELONG_LEARNER,React & TypeScript,25,2,5,17,32,10
sess_0983,STUDENT,Kimya (Organik),120,1,3,25,0,13
sess_0984,STUDENT,Biyoloji,90,2,4,16,44,9
sess_0985,LIFELONG_LEARNER,Python & FastAPI,120,4,3,15,2,5
sess_0986,STUDENT,Biyoloji,90,3,2,22,41,5
sess_0987,LIFELONG_LEARNER,React & TypeScript,60,3,3,8,20,4
sess_0988,STUDENT,Biyoloji,90,4,1,19,34,4
sess_0989,STUDENT,Matematik (Türev),60,3,2,8,40,3
sess_0990,LIFELONG_LEARNER,React & TypeScript,25,5,1,18,39,3
sess_0991,LIFELONG_LEARNER,React & TypeScript,90,1,2,28,2,10
sess_0992,LIFELONG_LEARNER,React & TypeScript,120,1,4,16,24,15
sess_0993,STUDENT,Türkçe,60,1,4,20,44,16
sess_0994,STUDENT,Kimya (Organik),120,3,4,19,37,7
sess_0995,STUDENT,Fizik (Mekanik),45,3,1,10,44,3
sess_0996,STUDENT,Kimya (Organik),60,2,5,17,19,10
sess_0997,LIFELONG_LEARNER,Finansal Okuryazarlık,90,2,2,13,43,5
sess_0998,STUDENT,Biyoloji,60,1,4,13,44,14
sess_0999,LIFELONG_LEARNER,React & TypeScript,120,5,2,7,33,2
sess_1000,STUDENT,Matematik (Türev),25,2,1,27,20,6
